Brand,Processor,Storage,RAM,OS,Display,Office,Warranty,Price
ASUS,AMD Ryzen 7 Octa Core Processor,1 TB SSD,8 GB DDR4 RAM,64 bit Windows 11 Operating System,43.94 cm (17.3 Inch) Display,,1 Year Onsite Warranty,"₹89,990"
MSI,Intel Core i7 Processor (12th Gen),1 TB SSD,16 GB DDR5 RAM,64 bit Windows 11 Operating System,39.62 cm (15.6 inch) Display,,2 Year On-Site Warranty,"₹2,44,990"
DELL,Intel Core i5 Processor (10th Gen),512 GB SSD,16 GB DDR4 RAM,64 bit Windows 10 Operating System,39.62 cm (15.6 inch) Display,MS Office Home & Student 2019,,"₹77,990"
HP,AMD Ryzen 5 Hexa Core Processor,512 GB SSD,8 GB DDR4 RAM,64 bit Windows 10 Operating System,39.62 cm (15.6 inch) Display,,1 Year Onsite Warranty,"₹63,990"
HP,Intel Core i7 Processor (12th Gen),1 TB SSD,16 GB LPDDR4X RAM,Windows 11 Operating System,33.78 cm (13.3 Inch) Touchscreen Display,,1 Year Onsite Warranty,"₹1,14,990"
ASUS,AMD Ryzen 7 Quad Core Processor (10th Gen),1 TB HDD|1 TB SSD,16 GB DDR4 RAM,Windows 11 Operating System,35.56 cm (14 inch) Display,,1 Year Warranty,"₹1,60,990"
HP,Intel Core i7 Processor (12th Gen),512 GB SSD,16 GB LPDDR4X RAM,64 bit Windows 11 Operating System,40.64 cm (16 Inch) Touchscreen Display,,1 Year Onsite Warranty,"₹1,45,499"
ASUS,Intel Core i5 Processor (11th Gen),512 GB SSD,8 GB LPDDR4X RAM,64 bit Windows 11 Operating System,35.56 cm (14 inch) Touchscreen Display,Office Home and Student 2021,1 Year Onsite Warranty,"₹74,990"
ASUS,Intel Core i7 Processor (12th Gen),1 TB SSD,16 GB LPDDR5 RAM,Windows 11 Operating System,36.83 cm (14.5 inch) Touchscreen Display,Microsoft Office Home & Student 2021,1 Year Onsite Warranty,"₹1,79,990"
HP,Intel Core i7 Processor (12th Gen),512 GB SSD,16 GB DDR4 RAM,64 bit Windows 11 Operating System,39.62 cm (15.6 inch) Display,,1 Year Onsite Warranty,"₹1,05,822"
DELL,Intel Core i5 Processor (12th Gen),512 GB SSD,16 GB DDR4 RAM,64 bit Windows 11 Operating System,40.64 cm (16 inch) Display,Microsoft Office Home & Student 2021,,"₹75,615"
MSI,Intel Core i7 Processor (11th Gen),"PCI-e SSD (NVMe) ready,Cooler Boost,Matrix Display (Extend),Hi-Res Audio,Nahimic 3,144Hz Panel,Thin Bezel",16 GB DDR4 RAM,64 bit Windows 10 Operating System,"PCI-e SSD (NVMe) ready,Cooler Boost,Matrix Display (Extend),Hi-Res Audio,Nahimic 3,144Hz Panel,Thin Bezel",,2 Year Warranty Term,"₹78,990"
ASUS,AMD Ryzen 7 Octa Core Processor,1 TB SSD,16 GB DDR5 RAM,64 bit Windows 11 Operating System,40.64 cm (16 Inch) Touchscreen Display,,1 Year Onsite Warranty,"₹1,84,990"
DELL,Intel Core i5 Processor (11th Gen),512 GB SSD,16 GB DDR4 RAM,64 bit Windows 11 Operating System,39.62 cm (15.6 inch) Display,Office Home and Student 2021,,"₹77,990"
HP,AMD Ryzen 7 Octa Core Processor,512 GB SSD,16 GB DDR5 RAM,64 bit Windows 11 Operating System,40.89 cm (16.1 inch) Display,Office Home and Student 2021,1 Year Onsite Warranty,"₹1,09,990"
MSI,Intel Core i7 Processor (12th Gen),1 TB SSD,16 GB DDR4 RAM,64 bit Windows 11 Operating System,39.62 cm (15.6 inch) Display,,2 Year On-Site Warranty,"₹1,40,990"
ASUS,Intel Core i3 Processor (11th Gen),512 GB SSD,8 GB DDR4 RAM,64 bit Windows 11 Operating System,35.81 cm (14.1 inch) Display,"Windows 11 Home, Microsoft Office Home & Student 2019, 1 Year Mcafee",1 Year Onsite Warranty,"₹39,834"
MSI,Intel Core i7 Processor (11th Gen),"PCI-e Gen4 SSD?SHIFT?Matrix Display (Extend)?Cooler Boost 3?Thunderbolt 4?Finger Print Security?True Color 2.0?Hi-Res Audio?Nahimic 3? 4-Sided Thin bezel, MSI Cente, Silky Smooth Touchpad, Military-Grade Durability",16 GB LPDDR4X RAM,64 bit Windows 10 Operating System,"PCI-e Gen4 SSD?SHIFT?Matrix Display (Extend)?Cooler Boost 3?Thunderbolt 4?Finger Print Security?True Color 2.0?Hi-Res Audio?Nahimic 3? 4-Sided Thin bezel, MSI Cente, Silky Smooth Touchpad, Military-Grade Durability",,1 Year On-Site Warranty,"₹85,990"
HP,AMD Ryzen 5 Hexa Core Processor,512 GB SSD,8 GB DDR4 RAM,64 bit Windows 11 Operating System,39.62 cm (15.6 inch) Display,"""HP Documentation, HP e-service, HP BIOS recovery, HP SSRM, HP Jumpstart, Microsoft Office Home & Student 2019 """,1 Year Onsite Warranty,"₹64,650"
DELL,AMD Ryzen 3 Quad Core Processor,512 GB SSD,8 GB DDR4 RAM,64 bit Windows 11 Operating System,39.62 cm (15.6 inch) Display,Microsoft Office Home & Student 2021,,"₹44,190"
acer,AMD Ryzen 7 Octa Core Processor,512 GB SSD,8 GB DDR4 RAM,64 bit Windows 10 Operating System,39.62 cm (15.6 inch) Display,,1 Year International Travelers Warranty (ITW),"₹59,990"
HP,AMD Ryzen 7 Octa Core Processor,512 GB SSD,8 GB DDR4 RAM,64 bit Windows 11 Operating System,40.89 cm (16.1 Inch) Display,,1 Year Onsite Warranty,"₹80,249"
acer,Intel Core i7 Processor (12th Gen),2 TB SSD,32 GB LPDDR5 RAM,64 bit Windows 11 Operating System,40.64 cm (16 Inch) Display,,1 Year International Travelers Warranty (ITW),"₹2,29,990"
MSI,Intel Core i5 Processor (9th Gen),512 GB SSD,16 GB DDR4 RAM,64 bit Windows 10 Operating System,"Matrix Display, Dragon Center, Cooler Boost 5, Nahimic 3",,2 Year Warranty,"₹74,990"
ASUS,Intel Core i7 Processor (12th Gen),512 GB SSD,16 GB DDR5 RAM,Windows 11 Operating System,39.62 cm (15.6 inch) Display,,,"₹85,541"
ASUS,Intel Core i7 Processor (12th Gen),1 TB SSD,32 GB DDR5 RAM,64 bit Windows 11 Operating System,40.64 cm (16 inch) Display,,1 Year Onsite Warranty,"₹2,39,990"
DELL,AMD Ryzen 5 Hexa Core Processor,512 GB SSD,8 GB DDR4 RAM,64 bit Windows 11 Operating System,39.62 cm (15.6 Inch) Display,,,"₹51,690"
acer,Intel Core i7 Processor (12th Gen),1 TB SSD,16 GB DDR5 RAM,64 bit Windows 11 Operating System,39.62 cm (15.6 Inch) Display,,1 Year International Travelers Warranty (ITW),"₹1,90,990"
DELL,AMD Ryzen 3 Dual Core Processor,512 GB SSD,8 GB DDR4 RAM,64 bit Windows 11 Operating System,39.62 cm (15.6 inch) Display,Office Home and Student 2021,1 Year Onsite Warranty,"₹40,690"
DELL,Intel Core i3 Processor (10th Gen),256 GB SSD,8 GB DDR4 RAM,64 bit Windows 10 Operating System,35.56 cm (14 inch) Display,Microsoft Office Home and Student 2019,1 Year Onsite Warranty,"₹41,990"
Infinix,Intel Core i3 Processor (11th Gen),256 GB SSD,8 GB LPDDR4X RAM,64 bit Windows 11 Operating System,39.62 cm (15.6 Inch) Display,,1 Year Onsite Warranty,"₹44,990"
Lenovo,Intel Core i3 Processor (10th Gen),256 GB SSD,8 GB DDR4 RAM,Windows 11 Operating System,39.62 cm (15.6 Inch) Display,,1 Year Carry-in Warranty,"₹33,900"
acer,Intel Core i5 Processor (8th Gen),512 GB SSD,8 GB DDR4 RAM,64 bit Windows 10 Operating System,39.62 cm (15.6 inch) Display,,1 Year International Travelers Warranty (ITW),"₹1,00,500"
ASUS,Intel Core i7 Processor (10th Gen),1 TB HDD|256 GB SSD,8 GB DDR4 RAM,64 bit Windows 10 Operating System,39.62 cm (15.6 inch) Display,,1 Year Onsite Warranty,"₹87,390"
DELL,AMD Ryzen 9 Octa Core Processor,1 TB SSD,16 GB DDR5 RAM,Windows 11 Operating System,39.62 cm (15.6 Inch) Display,,,"₹1,46,990"
DELL,AMD Ryzen 7 Octa Core Processor,512 GB SSD,16 GB DDR4 RAM,64 bit Windows 11 Operating System,40.64 cm (16 inch) Display,Office Home and Student 2021,,"₹76,205"
ASUS,AMD Ryzen 5 Hexa Core Processor (10th Gen),512 GB SSD,16 GB DDR4 RAM,Windows 11 Operating System,40.64 cm (16 inch) Display,,1 year Warranty,"₹55,990"
HP,AMD Ryzen 5 Hexa Core Processor,512 GB SSD,8 GB DDR4 RAM,Windows 11 Operating System,33.78 cm (13.3 inch) Touchscreen Display,,1 Year Domestic Warranty,"₹74,990"
MSI,Intel Core i7 Processor (11th Gen),1 TB SSD,16 GB DDR4 RAM,64 bit Windows 10 Operating System,39.62 cm (15.6 inch) Display,,2 Years Warranty Term,"₹2,06,990"
ALIENWARE,Intel Core i7 Processor (10th Gen),512 GB SSD,16 GB DDR4 RAM,64 bit Windows 10 Operating System,39.62 cm (15.6 inch) Display,Microsoft Office Home and Student 2019,"1 Year Limited Hardware Warranty, In Home Service After Remote Diagnosis - Retail","₹1,99,990"
ASUS,AMD Ryzen 9 Octa Core Processor,1 TB SSD,16 GB DDR4 RAM,Windows 11 Operating System,39.62 cm (15.6 inch) Display,Microsoft Office Home & Student,1 Year Onsite Warranty,"₹1,50,990"
ASUS,Intel Core i5 Processor (10th Gen),1 TB HDD,4 GB DDR4 RAM,64 bit Windows 10 Operating System,35.56 cm (14 inch) Display,,1 Year Manufacturer Warranty on the Device and 6 Months Manufacturer Warranty on Included Accessories from the Date of Purchase,"₹61,249"
GIGABYTE,Intel Core i5 Processor (11th Gen),512 GB SSD,16 GB DDR4 RAM,64 bit Windows 11 Operating System,39.62 cm (15.6 Inch) Display,,,"₹76,990"
DELL,Intel Core i5 Processor (11th Gen),512 GB SSD,8 GB DDR4 RAM,64 bit Windows 10 Operating System,35.56 cm (14 inch) Touchscreen Display,Microsoft Office Home & Student 2019,1 Year Onsite Warranty,"₹78,990"
acer,AMD Ryzen 5 Quad Core Processor,512 GB SSD,8 GB DDR4 RAM,64 bit Windows 10 Operating System,39.62 cm (15.6 inch) Display,,1 Year International Travelers Warranty (ITW),"₹51,990"
DELL,Intel Core i3 Processor (10th Gen),1 TB HDD|256 GB SSD,8 GB DDR4 RAM,64 bit Windows 10 Operating System,39.62 cm (15.6 inch) Display,Office Home and Student 2019 included,1 Year Onsite Warranty,"₹45,590"
Lenovo,Intel Core i5 Processor (10th Gen),1 TB HDD|256 GB SSD,8 GB DDR4 RAM,64 bit Windows 10 Operating System,39.62 cm (15.6 inch) Display,,1 Year Warranty + 1 Year Premium Care + 1 Year ADP,"₹75,090"
Lenovo,Intel Core i3 Processor (10th Gen),256 GB SSD,8 GB DDR4 RAM,Windows 10 Operating System,35.56 cm (14 inch) Display,,2 Year Onsite Warranty,"₹38,980"
Lenovo,AMD Ryzen 3 Dual Core Processor,1 TB HDD,4 GB DDR4 RAM,64 bit Windows 10 Operating System,39.62 cm (15.6 inch) Display,,1 Year Warranty Term,"₹31,490"
HP,Intel Core i3 Processor (11th Gen),256 GB SSD,8 GB DDR4 RAM,64 bit Windows 10 Operating System,35.56 cm (14 inch) Display,"HP Documentation, HP SSRM, HP Smart, Microsoft Office 2019, McAfeeLiveSafe 30 day trial, HP Support Assistant",1 Year Onsite Warranty,"₹41,150"
ASUS,Intel Core i5 Processor (10th Gen),1 TB HDD,8 GB DDR4 RAM,64 bit Windows 10 Operating System,35.56 cm (14 inch) Display,,1 Year Manufacturer Warranty on the Device and 6 Months Manufacturer Warranty on Included Accessories from the Date of Purchase,"₹62,490"
MSI,Intel Core i7 Processor (12th Gen),512 GB SSD,16 GB DDR4 RAM,64 bit Windows 11 Operating System,40.64 cm (16 inch) Display,,2 Year On-Site & Carry-In Warranty,"₹1,09,990"
DELL,AMD Ryzen 5 Hexa Core Processor,512 GB SSD,16 GB DDR4 RAM,64 bit Windows 11 Operating System,40.64 cm (16 inch) Display,Office Home and Student 2021,,"₹67,115"
acer,Intel Core i3 Processor (11th Gen),256 GB SSD,8 GB DDR4 RAM,64 bit Windows 11 Operating System,39.62 cm (15.6 inch) Display,,1 Year International Travelers Warranty (ITW),"₹34,610"
MSI,Intel Core i7 Processor (10th Gen),512 GB SSD,8 GB DDR4 RAM,64 bit Windows 10 Operating System,35.56 cm (14 inch) Display,,1 Years Carry in Warranty,"₹56,990"
Infinix,Intel Core i3 Processor (11th Gen),512 GB SSD,8 GB LPDDR4X RAM,64 bit Windows 11 Operating System,39.62 cm (15.6 Inch) Display,,1 Year Onsite Warranty,"₹49,990"
DELL,AMD Ryzen 7 Octa Core Processor,512 GB SSD,16 GB DDR4 RAM,64 bit Windows 11 Operating System,39.62 cm (15.6 inch) Display,Office Home and Student 2021,,"₹98,990"
HP,AMD Ryzen 7 Octa Core Processor,512 GB SSD,16 GB DDR5 RAM,64 bit Windows 11 Operating System,40.89 cm (16.1 Inch) Display,,1 Year Onsite Warranty,"₹1,03,070"
acer,Intel Core i5 Processor (12th Gen),512 GB SSD,8 GB DDR4 RAM,Windows 11 Operating System,39.62 cm (15.6 Inch) Display,,1 Year International Travelers Warranty (ITW),"₹57,990"
HP,Intel Celeron Dual Core Processor,,4 GB DDR4 RAM,64 bit Chrome Operating System,35.56 cm (14 inch) Touchscreen Display,,1 Year Onsite Warranty,"₹27,490"
ASUS,Intel Core i5 Processor (10th Gen),512 GB SSD,8 GB DDR4 RAM,64 bit Windows 10 Operating System,43.94 cm (17.3 inch) Display,,1 Year Onsite Warranty,"₹73,990"
Lenovo,Intel Core i7 Processor (10th Gen),512 GB SSD,8 GB LPDDR4X RAM,64 bit Windows 10 Operating System,35.56 cm (14 inch) Display,Microsoft Office Home and Student 2019,1 Year Onsite Warranty,"₹90,715"
ASUS,AMD Ryzen 7 Octa Core Processor,1 TB SSD,16 GB DDR5 RAM,64 bit Windows 11 Operating System,40.64 cm (16 Inch) Touchscreen Display,,1 Year Onsite Warranty,"₹1,71,990"
ASUS,AMD Ryzen 5 Hexa Core Processor,512 GB SSD,16 GB DDR4 RAM,64 bit Windows 11 Operating System,39.62 cm (15.6 Inch) Display,,1 Year Onsite Warranty,"₹80,990"
MSI,AMD Ryzen 5 Hexa Core Processor,512 GB SSD,8 GB DDR4 RAM,64 bit Windows 10 Operating System,39.62 cm (15.6 inch) Display,,1 Year Carry-In Warranty,"₹66,990"
ASUS,Intel Core i9 Processor (12th Gen),1 TB SSD,16 GB LPDDR5 RAM,64 bit Windows 11 Operating System,34.04 cm (13.4 Inch) Touchscreen Display,,1 Year Onsite Warranty,"₹1,81,990"
ASUS,AMD Ryzen 7 Octa Core Processor,1 TB SSD,16 GB DDR5 RAM,64 bit Windows 11 Operating System,39.62 cm (15.6 inch) Display,,1 Year Onsite Warranty,"₹1,57,990"
ASUS,Intel Core i3 Processor (11th Gen),256 GB SSD,8 GB DDR4 RAM,Windows 11 Operating System,39.62 cm (15.6 inch) Display,,1 Year Onsite Warranty,"₹42,990"
Lenovo,Intel Core i3 Processor (10th Gen),256 GB SSD,4 GB DDR4 RAM,Windows 10 Operating System,39.62 cm (15.6 inch) Display,,1 Year Onsite Warranty,"₹37,890"
DELL,Intel Core i5 Processor (12th Gen),512 GB SSD,16 GB DDR4 RAM,64 bit Windows 11 Operating System,35.56 cm (14 inch) Touchscreen Display,Office Home and Student 2021,,"₹80,615"
DELL,Intel Core i7 Processor (12th Gen),512 GB SSD,16 GB DDR5 RAM,64 bit Windows 11 Operating System,39.62 cm (15.6 Inch) Display,,,"₹1,04,029"
HP,Intel Core i3 Processor (11th Gen),1 TB HDD,8 GB DDR4 RAM,64 bit Windows 10 Operating System,39.62 cm (15.6 inch) Display,"Microsoft Office Home & Student 2019, HP Documentation, HP BIOS Recovery, HP Smart",1 Year Onsite Warranty,"₹41,700"
ASUS,Intel Core i3 Processor (10th Gen),512 GB SSD,8 GB DDR4 RAM,Windows 11 Operating System,39.62 cm (15.6 inch) Display,,,"₹33,990"
DELL,Intel Core i3 Processor (10th Gen),1 TB HDD,8 GB DDR4 RAM,64 bit Windows 10 Operating System,35.56 cm (14 inch) Display,Microsoft Office Home and Student 2019,1 Year Onsite Warranty,"₹45,090"
ASUS,AMD Ryzen 7 Octa Core Processor (4th Gen),1 TB SSD,8 GB DDR4 RAM,64 bit Windows 10 Operating System,35.56 cm (14 inch) Display,Microsoft Office Home and Student 2019,1 Year Onsite Warranty,"₹73,140"
APPLE,Intel Core i5 Processor (8th Gen),512 GB SSD,8 GB DDR3 RAM,Mac OS Operating System,33.78 cm (13.3 inch) Display,,1 Year Onsite Warranty,"₹1,63,990"
HP,AMD Ryzen 3 Dual Core Processor,512 GB SSD,8 GB DDR4 RAM,64 bit Windows 11 Operating System,39.62 cm (15.6 inch) Display,,1 Year Onsite Warranty,"₹37,990"
ASUS,Intel Core i5 Processor (11th Gen),512 GB SSD,16 GB LPDDR4X RAM,64 bit Windows 11 Operating System,33.78 cm (13.3 Inch) Touchscreen Display,,,"₹87,990"
ASUS,Intel Core i5 Processor (11th Gen),512 GB SSD,8 GB DDR4 RAM,64 bit Windows 11 Operating System,39.62 cm (15.6 Inch) Display,,1 Year Onsite Warranty,"₹50,990"
APPLE,Intel Core i5 Processor (5th Gen),128 GB SSD,8 GB DDR3 RAM,64 bit Mac OS Operating System,33.78 cm (13.3 inch) Display,,1 Year Carry In Warranty,"₹74,490"
ASUS,Intel Core i5 Processor (12th Gen),512 GB SSD,16 GB LPDDR5 RAM,64 bit Windows 11 Operating System,39.62 cm (15.6 Inch) Display,,1 Year Onsite Warranty,"₹89,990"
DELL,Intel Core i3 Processor (10th Gen),512 GB SSD,8 GB DDR4 RAM,64 bit Windows 11 Operating System,39.62 cm (15.6 inch) Display,Office Home and Student 2021,1 Year Onsite Warranty,"₹45,990"
acer,Intel Core i3 Processor (11th Gen),256 GB SSD,4 GB DDR4 RAM,64 bit Windows 10 Operating System,39.62 cm (15.6 inch) Display,,1 Year International Travelers Warranty (ITW),"₹39,244"
ASUS,Intel Core i3 Processor (11th Gen),512 GB SSD,8 GB DDR4 RAM,64 bit Windows 10 Operating System,35.56 cm (14 inch) Display,Microsoft Office Home and Student 2019,1 Year Onsite Warranty,"₹44,990"
ASUS,Intel Core i5 Processor (10th Gen),512 GB SSD,8 GB DDR4 RAM,64 bit Windows 11 Operating System,39.62 cm (15.6 inch) Display,"Windows 11 Home, Microsoft Office Home & Student 2021, 1 Year McAfee",1 Year Onsite Warranty,"₹62,990"
MSI,Intel Core i7 Processor (12th Gen),512 GB SSD,16 GB DDR4 RAM,64 bit Windows 11 Operating System,39.62 cm (15.6 inch) Display,,2 Year On-Site & Carry-In Warranty,"₹1,16,990"
DELL,Intel Core i3 Processor (12th Gen),512 GB SSD,8 GB DDR5 RAM,Windows 11 Operating System,35.56 cm (14 inch) Touchscreen Display,,,"₹63,990"
HP,Intel Core i5 Processor (11th Gen),512 GB SSD,16 GB DDR4 RAM,64 bit Windows 11 Operating System,35.56 cm (14 inch) Display,Microsoft Office Home & Student 2019,1 Year Onsite Warranty,"₹84,490"
ASUS,Intel Core i7 Processor (12th Gen),512 GB SSD,16 GB LPDDR5 RAM,Windows 11 Operating System,35.56 cm (14 inch) Display,Microsoft Office Home & Student 2021,1 Year Onsite Warranty,"₹1,04,990"
Nokia,Intel Core i5 Processor (10th Gen),512 GB SSD,8 GB DDR4 RAM,64 bit Windows 10 Operating System,35.56 cm (14 inch) Display,,1 Year Onsite Warranty Commencing from the Date of Purchase,"₹50,490"
ASUS,Intel Core i5 Processor (10th Gen),1 TB HDD,8 GB DDR4 RAM,DOS Operating System,35.56 cm (14 inch) Display,,1 Year Manufacturer Warranty on the Device and 6 Months Manufacturer Warranty on Included Accessories from the Date of Purchase,"₹69,290"
Lenovo,AMD Athlon Dual Core Processor,256 GB SSD,4 GB DDR4 RAM,Windows 10 Operating System,35.56 cm (14 Inch) Display,,1 Year Onsite Warranty,"₹20,990"
ALIENWARE,Intel Core i9 Processor (10th Gen),1 TB SSD,32 GB DDR4 RAM,64 bit Windows 10 Operating System,39.62 cm (15.6 inch) Display,Microsoft Office Home and Student 2019,"1 Year Limited Hardware Warranty, In Home Service After Remote Diagnosis - Retail","₹3,45,390"
DELL,Intel Core i7 Processor (12th Gen),512 GB SSD,16 GB LPDDR4 RAM,Windows 11 Operating System,33.78 cm (13.3 inch) Display,,,"₹91,990"
acer,Intel Pentium Silver Processor,256 GB SSD,4 GB DDR4 RAM,64 bit Windows 11 Operating System,35.56 cm (14 inch) Display,,1 Year International Travelers Warranty (ITW),"₹27,490"
ASUS,AMD Ryzen 7 Dual Core Processor (7th Gen),512 GB HDD|512 GB SSD,16 GB DDR4 RAM,Windows 11 Operating System,39.62 cm (15.6 inch) Display,,1 Year Warranty,"₹81,990"
acer,AMD Ryzen 5 Hexa Core Processor,512 GB SSD,8 GB LPDDR4X RAM,64 bit Windows 10 Operating System,35.56 cm (14 inch) Display,,1 Year International Travelers Warranty (ITW),"₹59,990"
MSI,Intel Core i7 Processor (12th Gen),512 GB SSD,16 GB DDR4 RAM,64 bit Windows 11 Operating System,39.62 cm (15.6 inch) Display,,2 Year On-Site & Carry-In Warranty,"₹1,16,990"
Lenovo,Intel Core i3 Processor (10th Gen),256 GB SSD,4 GB DDR4 RAM,64 bit Windows 10 Operating System,35.56 cm (14 inch) Display,Microsoft Office Home and Student 2019,1 Year Onsite Warranty,"₹60,792"
Infinix,Intel Core i5 Processor (10th Gen),512 GB SSD,8 GB LPDDR4X RAM,64 bit Windows 11 Operating System,35.56 cm (14 Inch) Display,,1 Year Onsite Warranty,"₹39,990"
acer,AMD Ryzen 5 Hexa Core Processor,512 GB SSD,8 GB DDR4 RAM,64 bit Windows 11 Operating System,39.62 cm (15.6 Inch) Display,,1 Year International Travelers Warranty (ITW),"₹66,990"
ASUS,AMD Ryzen 9 Octa Core Processor,1 TB SSD,16 GB DDR5 RAM,64 bit Windows 11 Operating System,39.62 cm (15.6 inch) Display,,1 Year Onsite Warranty,"₹2,01,990"
HP,Intel Core i3 Processor (12th Gen),512 GB SSD,8 GB DDR4 RAM,64 bit Windows 11 Operating System,39.62 cm (15.6 Inch) Display,Microsoft Office Home & Student 2021,1 Year Onsite Warranty,"₹57,970"
Lenovo,Intel Celeron Dual Core Processor,256 GB SSD,4 GB DDR4 RAM,64 bit Windows 10 Operating System,35.56 cm (14 inch) Display,,1 Year Onsite Warranty,"₹30,100"
ASUS,Intel Core i3 Processor (11th Gen),128 GB SSD,8 GB LPDDR4X RAM,Chrome Operating System,35.56 cm (14 Inch) Touchscreen Display,,1 Year Onsite Warranty,"₹49,990"
ASUS,Intel Core i3 Processor (11th Gen),256 GB SSD,8 GB DDR4 RAM,Windows 11 Operating System,39.62 cm (15.6 inch) Display,,,"₹36,223"
ASUS,Intel Core i5 Processor (11th Gen),512 GB SSD,8 GB LPDDR4X RAM,64 bit Windows 11 Operating System,33.78 cm (13.3 Inch) Display,,,"₹79,990"
acer,Intel Core i3 Processor (11th Gen),1 TB HDD|256 GB SSD,8 GB DDR4 RAM,64 bit Windows 10 Operating System,35.56 cm (14 inches) Display,,1 Year Carry in Warranty,"₹46,040"
HP,Intel Core i7 Processor (12th Gen),1 TB SSD,16 GB DDR5 RAM,64 bit Windows 11 Operating System,40.89 cm (16.1 inch) Display,Microsoft Office Home & Student 2021,1 Year Onsite Warranty,"₹1,35,680"
HP,Intel Core i3 Processor (11th Gen),512 GB SSD,8 GB DDR4 RAM,64 bit Windows 11 Operating System,35.56 cm (14 Inch) Touchscreen Display,,1 Year Onsite Warranty,"₹56,070"
Lenovo,Intel Core i5 Processor (11th Gen),512 GB SSD,8 GB DDR4 RAM,64 bit Windows 10 Operating System,39.62 cm (15.6 inch) Display,,1 Year Warranty + 1 Year Premium Care + 1 Year ADP,"₹66,990"
DELL,AMD Ryzen 5 Hexa Core Processor,512 GB SSD,8 GB DDR4 RAM,64 bit Windows 11 Operating System,35.56 cm (14 Inch) Display,,,"₹52,415"
ASUS,Intel Core i9 Processor (12th Gen),1 TB SSD,16 GB DDR5 RAM,64 bit Windows 11 Operating System,40.64 cm (16 inch) Display,,1 Year Onsite Warranty,"₹2,19,990"
Infinix,Intel Core i5 Processor (10th Gen),512 GB SSD,8 GB LPDDR4X RAM,64 bit Windows 11 Operating System,35.56 cm (14 inch) Display,,1 year Onsite Warranty,"₹37,990"
