Brand,Processor,Storage,RAM,OS,Display,Office,Warranty,Price
acer,Intel Core i3 Processor (11th Gen),512 GB SSD,8 GB DDR4 RAM,64 bit Windows 11 Operating System,39.62 cm (15.6 Inch) Display,,1 Year International Travelers Warranty (ITW),"₹39,664"
Lenovo,Intel Core i7 Processor (11th Gen),512 GB SSD,16 GB DDR4 RAM,64 bit Windows 10 Operating System,38.1 cm (15 inch) Display,Microsoft Office Home & Student 2019,1 Year Onsite Warranty,"₹1,40,131"
ASUS,AMD Ryzen 7 Quad Core Processor (10th Gen),1 TB SSD,16 GB DDR4 RAM,Windows 11 Operating System,39.62 cm (15.6 inch) Display,,,"₹1,15,736"
ASUS,AMD Ryzen 7 Octa Core Processor,1 TB SSD,16 GB DDR5 RAM,64 bit Windows 11 Operating System,39.62 cm (15.6 inch) Display,,1 Year Onsite Warranty,"₹1,59,990"
HP,AMD Ryzen 5 Hexa Core Processor,512 GB SSD,8 GB DDR4 RAM,64 bit Windows 10 Operating System,35.56 cm (14 Inch) Display,"McAfee LiveSafe (30 day Free trial), Microsoft Office Home & Student 2019, HP Documentation, HP Smart, HP Support Assistant, HP SSRM",1 Year Onsite Warranty,"₹52,490"
HP,Intel Core i7 Processor (12th Gen),1 TB SSD,16 GB DDR5 RAM,64 bit Windows 11 Operating System,40.89 cm (16.1 inch) Display,Microsoft Office Home & Student 2021,1 Year Onsite Warranty,"₹1,55,490"
DELL,Intel Pentium Quad Core Processor,256 GB SSD,4 GB DDR4 RAM,64 bit Windows 11 Operating System,39.62 cm (15.6 inch) Display,Office Home and Student 2021,1 Year Onsite Warranty,"₹36,500"
ASUS,AMD Ryzen 9 Octa Core Processor,1 TB SSD,32 GB LPDDR5 RAM,Windows 11 Operating System,34.04 cm (13.4 Inch) Touchscreen Display,Microsoft Office Home & Student,1 Year Onsite Warranty,"₹1,71,990"
DELL,Intel Core i5 Processor (11th Gen),512 GB SSD,8 GB DDR4 RAM,64 bit Windows 10 Operating System,35.56 cm (14 inch) Touchscreen Display,Microsoft Office Home and Student 2019,1 Year Onsite Warranty,"₹74,990"
ASUS,AMD Ryzen 9 Octa Core Processor,1 TB SSD,16 GB DDR5 RAM,64 bit Windows 11 Operating System,39.62 cm (15.6 inch) Display,,1 Year Onsite Warranty,"₹1,61,990"
GIGABYTE,Intel Core i7 Processor (12th Gen),1 TB SSD,16 GB DDR4 RAM,64 bit Windows 11 Operating System,39.62 cm (15.6 inch) Display,,2 Year Carry-in Warranty,"₹1,93,990"
ASUS,Intel Core i5 Processor (8th Gen),512 GB SSD,8 GB LPDDR3 RAM,64 bit Windows 10 Operating System,33.78 cm (13.3 inch) Display,,1 Year Onsite Warranty,"₹74,490"
DELL,Intel Core i3 Processor (12th Gen),256 GB SSD,8 GB DDR5 RAM,Windows 11 Operating System,35.56 cm (14 Inch) Touchscreen Display,,,"₹73,735"
ASUS,Intel Core i7 Processor (12th Gen),512 GB SSD,16 GB DDR5 RAM,Windows 11 Operating System,39.62 cm (15.6 inch) Display,,,"₹86,990"
ASUS,Intel Core i7 Processor (12th Gen),1 TB SSD,16 GB LPDDR5 RAM,64 bit Windows 11 Operating System,36.83 cm (14.5 inch) Touchscreen Display,,1 Year Onsite Warranty,"₹1,69,990"
ASUS,Intel Core i9 Processor (12th Gen),1 TB SSD,32 GB DDR5 RAM,64 bit Windows 11 Operating System,40.64 cm (16 inch) Display,,1 Year Onsite Warranty,"₹2,59,990"
MSI,Intel Core i5 Processor (11th Gen),PCI-e Gen4 SSD?SHIFT?Matrix Display (Extend)?Cooler Boost 3?Thunderbolt 4?Finger Print Security?True Color 2.0?Hi-Res Audio?Nahimic 3? 4-Sided Thin bezel?MSI Center?Silky Smooth Touchpad?Military-Grade Durability,16 GB LPDDR4X RAM,64 bit Windows 10 Operating System,PCI-e Gen4 SSD?SHIFT?Matrix Display (Extend)?Cooler Boost 3?Thunderbolt 4?Finger Print Security?True Color 2.0?Hi-Res Audio?Nahimic 3? 4-Sided Thin bezel?MSI Center?Silky Smooth Touchpad?Military-Grade Durability,,1 Year On-Site Warranty,"₹75,990"
DELL,Intel Core i3 Processor (10th Gen),1 TB HDD|256 GB SSD,4 GB DDR4 RAM,64 bit Windows 11 Operating System,35.56 cm (14 inch) Display,Microsoft Office Home and Student 2021,1 Year Onsite Warranty,"₹42,290"
DELL,AMD Ryzen 5 Quad Core Processor,512 GB SSD,8 GB DDR4 RAM,64 bit Windows 10 Operating System,35.56 cm (14 inches) Display,,1 Year Onsite Warranty,"₹49,690"
DELL,Intel Core i9 Processor (12th Gen),1 TB SSD,16 GB DDR5 RAM,64 bit Windows 11 Operating System,39.62 cm (15.6 Inch) Display,,,"₹1,51,990"
Lenovo,Intel Core i5 Processor (11th Gen),1 TB HDD|256 GB SSD,8 GB DDR4 RAM,64 bit Windows 11 Operating System,39.62 cm (15.6 inch) Display,Microsoft Office Home & Student 2021,1 Year Onsite�Warranty�+ 1 Year Premium Care + 1 Year Accidental Damage Protection,"₹63,490"
DELL,Intel Core i3 Processor (10th Gen),1 TB HDD|256 GB SSD,8 GB DDR4 RAM,64 bit Windows 11 Operating System,39.62 cm (15.6 inch) Display,Office Home and Student 2021,1 Year Onsite Warranty,"₹46,400"
DELL,AMD Ryzen 7 Octa Core Processor,512 GB SSD,16 GB DDR5 RAM,64 bit Windows 11 Operating System,39.62 cm (15.6 Inch) Display,,,"₹1,05,990"
DELL,AMD Ryzen 5 Hexa Core Processor,512 GB SSD,8 GB DDR4 RAM,64 bit Windows 10 Operating System,38.0 cm (14.96 Inch) Display,Office Home and Student 2019,,"₹70,990"
Lenovo,Intel Core i3 Processor (11th Gen),256 GB SSD,8 GB DDR4 RAM,64 bit Windows 11 Operating System,39.62 cm (15.6 Inch) Display,,1 Years Carry in Warranty,"₹36,400"
Lenovo,AMD Ryzen 7 Hexa Core Processor,512 GB SSD,16 GB DDR4 RAM,64 bit Windows 11 Operating System,39.62 cm (15.6 inch) Display,Microsoft Office 2021,1 Year Warranty,"₹93,690"
ASUS,AMD Ryzen 7 Octa Core Processor,1 TB SSD,16 GB DDR5 RAM,64 bit Windows 11 Operating System,43.94 cm (17.3 Inch) Display,,1 Year Onsite Warranty,"₹98,990"
acer,Intel Core i7 Processor (12th Gen),1 TB SSD,16 GB DDR5 RAM,64 bit Windows 11 Operating System,39.62 cm (15.6 Inch) Display,,1 Year International Travelers Warranty (ITW),"₹1,56,490"
ASUS,AMD Ryzen 7 Octa Core Processor,512 GB SSD,16 GB DDR5 RAM,Windows 11 Operating System,39.62 cm (15.6 Inch) Display,,1 Year Onsite Warranty,"₹1,05,990"
MSI,Intel Core i7 Processor (8th Gen),512 GB SSD,16 GB DDR4 RAM,64 bit Windows 10 Operating System,39.62 cm (15.6 inch) Display,,2 Years Carry In Warranty,"₹1,85,790"
MSI,Intel Core i7 Processor (11th Gen),512 GB SSD,16 GB DDR4 RAM,64 bit Windows 10 Operating System,39.62 cm (15.6 inches) Display,,2 Year Warranty Term,"₹1,08,790"
acer,Intel Core i5 Processor (11th Gen),1 TB HDD|256 GB SSD,8 GB DDR4 RAM,64 bit Windows 10 Operating System,39.62 cm (15.6 inch) Display,"Acer Care Center, Quick Access, Acer Product Registration, MS Office 2021 Home & Student",1 Year International Travelers Warranty (ITW),"₹60,130"
Lenovo,AMD Ryzen 3 Dual Core Processor,256 GB SSD,8 GB DDR4 RAM,64 bit Windows 10 Operating System,39.62 cm (15.6 inch) Display,Microsoft Office Home and Student 2019,1 Year Warranty,"₹37,990"
HP,Intel Core i5 Processor (12th Gen),512 GB SSD,8 GB DDR4 RAM,64 bit Windows 11 Operating System,35.56 cm (14 inch) Display,Microsoft Office Home & Student 2021,1 Year Onsite Warranty,"₹73,070"
DELL,Intel Core i5 Processor (11th Gen),512 GB SSD,8 GB DDR4 RAM,64 bit Windows 11 Operating System,39.62 cm (15.6 Inch) Display,,,"₹65,359"
Lenovo,AMD Ryzen 7 Octa Core Processor,512 GB SSD,16 GB DDR4 RAM,64 bit Windows 10 Operating System,39.62 cm (15.6 inch) Display,Microsoft Office 2019 Home & Student,1 Year Warranty + 1 Year Legion Ultimate Support + 1 Year ADP,"₹1,10,990"
ASUS,AMD Ryzen 9 Octa Core Processor,1 TB SSD,16 GB DDR4 RAM,64 bit Windows 10 Operating System,39.62 cm (15.6 inch) Display,,1 Year Onsite Warranty,"₹1,29,990"
acer,Intel Core i7 Processor (10th Gen),2 TB SSD,16 GB DDR4 RAM,64 bit Windows 10 Operating System,39.62 cm (15.6 inch) Display,,1 Year International Travelers Warranty,"₹1,50,490"
HP,AMD Ryzen 5 Hexa Core Processor,512 GB SSD,8 GB DDR4 RAM,64 bit Windows 10 Operating System,39.62 cm (15.6 Inch) Display,Microsoft Office Home & Student 2019,1 Year Onsite Warranty,"₹54,999"
acer,AMD Ryzen 7 Octa Core Processor,1 TB HDD|256 GB SSD,16 GB DDR4 RAM,64 bit Windows 10 Operating System,39.62 cm (15.6 inch) Display,,1 Year International Travelers Warranty,"₹1,15,990"
ASUS,Intel Core i5 Processor (12th Gen),512 GB SSD,16 GB DDR5 RAM,Windows 11 Operating System,39.62 cm (15.6 inch) Display,,1 Year Warranty,"₹92,990"
ASUS,AMD Ryzen 9 Octa Core Processor,2 TB SSD,32 GB DDR5 RAM,64 bit Windows 11 Operating System,40.64 cm (16 Inch) Display,,1 Year Onsite Warranty,"₹3,95,190"
DELL,Intel Core i7 Processor (12th Gen),512 GB SSD,16 GB DDR5 RAM,64 bit Windows 11 Operating System,39.62 cm (15.6 Inch) Display,,,"₹1,68,990"
HP,Intel Core i5 Processor (11th Gen),512 GB SSD,16 GB LPDDR4X RAM,64 bit Windows 10 Operating System,34.29 cm (13.5 inch) Touchscreen Display,,1 Year Onsite Warranty,"₹1,08,490"
ASUS,Intel Celeron Dual Core Processor,,4 GB LPDDR4 RAM,Chrome Operating System,39.62 cm (15.6 inch) Display,,1 Year Onsite Warranty,"₹18,490"
Infinix,Intel Core i5 Processor (10th Gen),512 GB SSD,16 GB LPDDR4X RAM,64 bit Windows 11 Operating System,35.56 cm (14 Inch) Display,,1 Year Onsite Warranty,"₹40,990"
ASUS,Intel Core i5 Processor (10th Gen),512 GB SSD,8 GB LPDDR3 RAM,64 bit Windows 10 Operating System,33.78 cm (13.3 inch) Display,"Asus Splendid, Microsoft Office Home and Student 2019",1 Year Onsite Warranty,"₹79,990"
MSI,AMD Ryzen 7 Octa Core Processor,512 GB SSD,8 GB DDR4 RAM,64 bit Windows 11 Operating System,39.62 cm (15.6 inch) Display,,1 Year On-Site Warranty,"₹52,990"
Lenovo,AMD Ryzen 7 Octa Core Processor,512 GB SSD,8 GB DDR4 RAM,64 bit Windows 10 Operating System,35.56 cm (14 inch) Display,Microsoft Office Home and Student 2019,1 Year Onsite�Warranty�+ 1 Year Premium Care + 1 Year Accidental Damage Protection,"₹54,000"
ASUS,Intel Pentium Quad Core Processor,256 GB SSD,8 GB LPDDR4X RAM,64 bit Windows 11 Operating System,33.78 cm (13.3 Inch) Touchscreen Display,Office Home and Student 2021,1 Year Onsite Warranty,"₹54,990"
DELL,Intel Core i5 Processor (11th Gen),512 GB SSD,8 GB DDR4 RAM,64 bit Windows 11 Operating System,39.62 cm (15.6 inch) Display,Office Home and Student 2021,1 Year Onsite Warranty,"₹61,985"
ASUS,Intel Pentium Quad Core Processor,256 GB SSD,8 GB LPDDR4X RAM,64 bit Windows 11 Operating System,33.78 cm (13.3 Inch) Touchscreen Display,Office Home and Student 2021,1 Year Onsite Warranty,"₹54,990"
Lenovo,AMD Ryzen 7 Octa Core Processor,512 GB SSD,8 GB DDR4 RAM,64 bit Windows 10 Operating System,35.56 cm (14 inch) Display,Microsoft Office Home and Student 2019,1 Year Onsite�Warranty�+ 1 Year Premium Care + 1 Year Accidental Damage Protection,"₹54,000"
DELL,Intel Core i5 Processor (11th Gen),512 GB SSD,8 GB DDR4 RAM,64 bit Windows 11 Operating System,39.62 cm (15.6 inch) Display,Office Home and Student 2021,1 Year Onsite Warranty,"₹61,985"
DELL,Intel Core i7 Processor (12th Gen),1 TB SSD,32 GB DDR5 RAM,64 bit Windows 11 Operating System,43.94 cm (17.3 Inch) Display,,,"₹3,00,490"
ASUS,Intel Core i5 Processor (10th Gen),512 GB SSD,8 GB LPDDR3 RAM,64 bit Windows 10 Operating System,33.78 cm (13.3 inch) Display,"Asus Splendid, Microsoft Office Home and Student 2019",1 Year Onsite Warranty,"₹79,990"
MSI,AMD Ryzen 7 Octa Core Processor,512 GB SSD,8 GB DDR4 RAM,64 bit Windows 11 Operating System,39.62 cm (15.6 inch) Display,,1 Year On-Site Warranty,"₹52,990"
Infinix,Intel Core i5 Processor (10th Gen),512 GB SSD,16 GB LPDDR4X RAM,64 bit Windows 11 Operating System,35.56 cm (14 Inch) Display,,1 Year Onsite Warranty,"₹40,990"
HP,AMD Ryzen 5 Hexa Core Processor,512 GB SSD,8 GB DDR4 RAM,64 bit Windows 11 Operating System,35.56 cm (14 Inch) Display,,1 Year Onsite Warranty,"₹49,680"
DELL,Intel Core i3 Processor (11th Gen),512 GB SSD,8 GB DDR4 RAM,Windows 11 Operating System,39.62 cm (15.6 inch) Display,,,"₹45,990"
ASUS,AMD Ryzen 9 Octa Core Processor,1 TB SSD,16 GB DDR5 RAM,64 bit Windows 11 Operating System,43.94 cm (17.3 Inch) Display,,1 Year Onsite Warranty,"₹2,10,990"
DELL,Intel Core i5 Processor (12th Gen),512 GB SSD,8 GB DDR5 RAM,64 bit Windows 11 Operating System,35.56 cm (14 inch) Touchscreen Display,,,"₹76,490"
DELL,Intel Core i5 Processor (11th Gen),512 GB SSD,16 GB DDR4 RAM,64 bit Windows 10 Operating System,39.62 cm (15.6 inch) Display,Microsoft Office Home and Student 2019,1 Year Onsite Warranty,"₹73,890"
acer,Intel Core i3 Processor (12th Gen),512 GB SSD,8 GB DDR4 RAM,64 bit Windows 11 Operating System,39.62 cm (15.6 Inch) Display,,1 Year International Travelers Warranty (ITW),"₹59,999"
Lenovo,Intel Core i3 Processor (11th Gen),256 GB SSD,4 GB DDR4 RAM,64 bit Windows 10 Operating System,38.1 cm (15 inch) Display,,1 Year Onsite Warranty,"₹37,490"
Lenovo,AMD Athlon Dual Core Processor,1 TB HDD,4 GB DDR4 RAM,DOS Operating System,35.56 cm (14 Inch) Display,,1 Year Onsite Warranty,"₹18,990"
Avita,Intel Core i3 Processor (10th Gen),256 GB SSD,4 GB DDR4 RAM,64 bit Windows 10 Operating System,35.56 cm (14 Inch) Display,,2 Years Onsite Warranty,"₹29,990"
Lenovo,Intel Core i5 Processor (11th Gen),512 GB SSD,16 GB DDR4 RAM,64 bit Windows 11 Operating System,39.62 cm (15.6 inch) Display,Microsoft Office 2021,,"₹59,990"
HP,AMD Ryzen 3 Quad Core Processor,512 GB SSD,8 GB DDR4 RAM,64 bit Windows 11 Operating System,35.56 cm (14 Inch) Display,,,"₹37,850"
ASUS,Intel Core i5 Processor (8th Gen),1 TB HDD,8 GB DDR4 RAM,64 bit Windows 10 Operating System,35.56 cm (14 inch) Display,,1 Year Manufacturer Warranty on the Device and 6 Months Manufacturer Warranty on Included Accessories from the Date of Purchase,"₹81,990"
ASUS,Intel Core i5 Processor (12th Gen),512 GB SSD,16 GB LPDDR5 RAM,Windows 11 Operating System,36.83 cm (14.5 inch) Touchscreen Display,Microsoft Office Home & Student 2021,1 Year Onsite Warranty,"₹1,44,990"
ASUS,Intel Core i5 Processor (10th Gen),512 GB SSD,8 GB DDR4 RAM,Windows 11 Operating System,35.56 cm (14 inch) Display,,1 Year Onsite Warranty,"₹43,990"
DELL,Intel Core i5 Processor (11th Gen),512 GB SSD,8 GB DDR4 RAM,64 bit Windows 10 Operating System,35.56 cm (14 inch) Touchscreen Display,Microsoft Office Home and Student 2019,"1 Year Limited Hardware Warranty, In Home Service After Remote Diagnosis - Retail","₹74,990"
Lenovo,Intel Core i7 Processor (10th Gen),512 GB SSD,8 GB DDR4 RAM,64 bit Windows 10 Operating System,39.62 cm (15.6 Inch) Display,Microsoft Office (Trial Only),1 Year Onsite�Warranty�+ 1 Year Premium Care + 1 Year Accidental Damage Protection,"₹72,990"
Infinix,Intel Core i3 Processor (10th Gen),256 GB SSD,8 GB LPDDR4X RAM,64 bit Windows 11 Operating System,35.56 cm (14 inch) Display,,1 year Onsite Warranty,"₹29,990"
MSI,Intel Core i7 Processor (12th Gen),1 TB SSD,16 GB DDR4 RAM,64 bit Windows 11 Operating System,39.62 cm (15.6 Inch) Display,,2 Year Carry-In Warranty Term,"₹1,12,490"
ASUS,Intel Core i7 Processor (12th Gen),512 GB SSD,16 GB LPDDR5 RAM,64 bit Windows 11 Operating System,34.04 cm (13.4 Inch) Touchscreen Display,,1 Year Onsite Warranty,"₹1,71,990"
ASUS,Intel Core i5 Processor (11th Gen),512 GB SSD,16 GB DDR4 RAM,64 bit Windows 10 Operating System,39.62 cm (15.6 inch) Display,"Windows 10 Home, Ms-Office Home & Student 2019 - Life Time, Mcafee Anti Virus - 1 Year",1 Year Onsite Warranty,"₹84,540"
Lenovo,AMD Ryzen 7 Octa Core Processor,512 GB SSD,8 GB DDR4 RAM,64 bit Windows 10 Operating System,39.62 cm (15.6 inch) Display,Microsoft Office Home and Student 2019,1 Year Onsite Warranty,"₹78,500"
DELL,Intel Core i5 Processor (12th Gen),512 GB SSD,16 GB DDR4 RAM,64 bit Windows 11 Operating System,40.64 cm (16 inch) Touchscreen Display,Microsoft Office Home & Student 2021,,"₹88,324"
acer,Intel Core i7 Processor (10th Gen),1 TB HDD|256 GB SSD,16 GB DDR4 RAM,64 bit Windows 10 Operating System,39.62 cm (15.6 inch) Display,,1 Year International Travelers Warranty (ITW),"₹1,19,990"
HP,AMD Ryzen 5 Hexa Core Processor,512 GB SSD,8 GB DDR4 RAM,64 bit Windows 11 Operating System,39.62 cm (15.6 inch) Display,,1 Year Onsite Warranty,"₹63,890"
DELL,Intel Core i5 Processor (12th Gen),512 GB SSD,8 GB DDR4 RAM,64 bit Windows 11 Operating System,40.64 cm (16 inch) Display,Microsoft Office Home & Student 2021,,"₹69,160"
DELL,Intel Core i5 Processor (11th Gen),1 TB SSD,8 GB LPDDR4X RAM,64 bit Windows 10 Operating System,33.78 cm (13.3 inch) Display,,1 Year Onsite Warranty,"₹78,190"
DELL,Intel Core i5 Processor (11th Gen),512 GB SSD,16 GB LPDDR4 RAM,64 bit Windows 11 Operating System,33.78 cm (13.3 Inch) Display,,1 Year Onsite Warranty,"₹1,02,946"
DELL,Intel Core i7 Processor (11th Gen),512 GB SSD,16 GB DDR4 RAM,64 bit Windows 10 Operating System,39.62 cm (15.6 inch) Display,Microsoft Office Home & Student 2019,,"₹1,04,990"
Mi,Intel Core i7 Processor (10th Gen),512 GB SSD,8 GB DDR4 RAM,64 bit Windows 10 Operating System,35.56 cm (14 inch) Display,,1 Year Manufacturer Warranty from the Date of Purchase,"₹59,990"
ASUS,Intel Core i5 Processor (12th Gen),512 GB SSD,16 GB DDR4 RAM,64 bit Windows 11 Operating System,39.62 cm (15.6 inch) Touchscreen Display,"Windows 11, Microsoft Office H&S 2021, 1 Year McAfee",1 Year Onsite Warranty,"₹67,690"
HP,AMD Ryzen 5 Hexa Core Processor,512 GB SSD,8 GB DDR4 RAM,64 bit Windows 11 Operating System,39.62 cm (15.6 Inch) Display,,1 Year Onsite Warranty,"₹55,490"
APPLE,Apple M1 Processor,512 GB SSD,8 GB DDR4 RAM,Mac OS Operating System,33.78 cm (13.3 inch) Display,,,"₹1,30,990"
HP,AMD Ryzen 5 Hexa Core Processor,512 GB SSD,16 GB DDR4 RAM,64 bit Windows 11 Operating System,39.62 cm (15.6 Inch) Display,,1 Year Onsite Warranty,"₹65,070"
ASUS,Intel Core i3 Processor (11th Gen),256 GB SSD,8 GB DDR4 RAM,64 bit Windows 10 Operating System,39.62 cm (15.6 inch) Display,Office Home and Student 2019,1 Year Onsite Warranty,"₹36,990"
acer,Intel Core i7 Processor (6th Gen),1 TB HDD|128 GB SSD,16 GB DDR4 RAM,64 bit Windows 10 Operating System,39.62 cm (15.6 inch) Display,"Acer Care Center, Quick Access, Office 2013 11 Trial",1 Year International Travelers Warranty,"₹1,16,640"
ASUS,Intel Core i9 Processor (12th Gen),1 TB SSD,32 GB DDR5 RAM,64 bit Windows 11 Operating System,39.62 cm (15.6 Inch) Display,,1 Year Onsite Warranty,"₹3,62,990"
ASUS,Intel Core i7 Processor (10th Gen),1 TB SSD,32 GB DDR4 RAM,64 bit Windows 10 Operating System,39.62 cm (15.6 inch) Display,,1 Year Onsite Warranty,"₹2,34,990"
Lenovo,AMD Ryzen 7 Octa Core Processor,512 GB SSD,16 GB DDR4 RAM,64 bit Windows 11 Operating System,39.62 cm (15.6 Inch) Display,,1 Years Carry in Warranty,"₹1,18,500"
acer,Intel Core i5 Processor (11th Gen),512 GB SSD,16 GB DDR4 RAM,64 bit Windows 11 Operating System,39.62 cm (15.6 Inch) Display,,1 Year International Travelers Warranty (ITW),"₹61,920"
DELL,Intel Core i3 Processor (10th Gen),1 TB HDD,8 GB DDR4 RAM,64 bit Windows 10 Operating System,39.62 cm (15.6 inch) Display,Office Home and Student 2019 included,1 Year Onsite Warranty,"₹39,390"
Lenovo,Intel Core i3 Processor (11th Gen),1 TB HDD|256 GB SSD,8 GB DDR4 RAM,Windows 11 Operating System,39.62 cm (15.6 inch) Display,,,"₹38,880"
acer,Intel Core i7 Processor (11th Gen),1 TB SSD,16 GB DDR4 RAM,64 bit Windows 10 Operating System,39.62 cm (15.6 inches) Display,,1 Year International Travelers Warranty (ITW),"₹1,35,990"
acer,Intel Core i5 Processor (11th Gen),512 GB SSD,16 GB DDR4 RAM,64 bit Windows 11 Operating System,39.62 cm (15.6 Inch) Display,,1 Year International Travelers Warranty (ITW),"₹61,920"
DELL,Intel Core i3 Processor (10th Gen),1 TB HDD,8 GB DDR4 RAM,64 bit Windows 10 Operating System,39.62 cm (15.6 inch) Display,Office Home and Student 2019 included,1 Year Onsite Warranty,"₹39,390"
Lenovo,Intel Core i3 Processor (11th Gen),1 TB HDD|256 GB SSD,8 GB DDR4 RAM,Windows 11 Operating System,39.62 cm (15.6 inch) Display,,,"₹38,880"
DELL,Intel Core i5 Processor (11th Gen),512 GB SSD,8 GB DDR4 RAM,64 bit Windows 11 Operating System,39.62 cm (15.6 inch) Display,Office Home and Student 2021,,"₹73,490"
acer,Intel Core i5 Processor (12th Gen),512 GB SSD,16 GB DDR4 RAM,Windows 11 Operating System,39.62 cm (15.6 Inch) Display,,1 Year International Travelers Warranty (ITW),"₹74,990"
Lenovo,Intel Core i3 Processor (11th Gen),256 GB SSD,4 GB DDR4 RAM,64 bit Windows 10 Operating System,38.1 cm (15 inch) Display,Microsoft Office Home & Student 2019,1 Year Onsite Warranty,"₹38,990"
DELL,Intel Core i3 Processor (11th Gen),1 TB HDD|256 GB SSD,8 GB DDR4 RAM,64 bit Windows 10 Operating System,39.62 cm (15.6 inch) Display,,,"₹46,890"
HP,Intel Celeron Dual Core Processor,256 GB SSD,8 GB DDR4 RAM,64 bit Windows 11 Operating System,35.56 cm (14 Inch) Display,,,"₹30,990"
ASUS,AMD Ryzen 7 Octa Core Processor,1 TB SSD,32 GB LPDDR5 RAM,64 bit Windows 11 Operating System,34.04 cm (13.4 Inch) Touchscreen Display,,1 Year Onsite Warranty,"₹1,77,900"
ASUS,Intel Core i9 Processor (12th Gen),1 TB SSD,16 GB LPDDR5 RAM,64 bit Windows 11 Operating System,34.04 cm (13.4 Inch) Touchscreen Display,,1 Year Onsite Warranty,"₹3,04,980"
Lenovo,Intel Core i5 Processor (8th Gen),2 TB HDD,8 GB DDR4 RAM,64 bit Windows 10 Operating System,39.62 cm (15.6 inch) Display,"Lenovo App Explorer, Lenovo Companion 3.0, Microsoft Office Home and Student 2016",1 Year Onsite Warranty,"₹64,821"
DELL,Intel Core i5 Processor (11th Gen),512 GB SSD,8 GB DDR4 RAM,64 bit Windows 10 Operating System,35.56 cm (14 inch) Touchscreen Display,Microsoft Office Home & Student 2019,1 Year Onsite Warranty,"₹79,122"
DELL,Intel Core i7 Processor (12th Gen),512 GB SSD,16 GB DDR5 RAM,64 bit Windows 11 Operating System,33.78 cm (13.3 Inch) Display,,,"₹1,13,104"
ASUS,AMD Ryzen 3 Dual Core Processor,256 GB SSD,4 GB DDR4 RAM,64 bit Windows 10 Operating System,39.62 cm (15.6 inch) Display,"Microsoft Office Home and Student 2019, Splendid (All models), Tru2Life (Intel Platform Models), Link to MyASUS (All Models, Bluetooth Needed)",1 Year Onsite Warranty,"₹26,990"
DELL,Intel Core i3 Processor (11th Gen),1 TB HDD|256 GB SSD,8 GB DDR4 RAM,64 bit Windows 11 Operating System,39.62 cm (15.6 inch) Display,Office Home and Student 2019 included,1 Year Onsite Warranty,"₹45,890"
Lenovo,Intel Core i5 Processor (9th Gen),1 TB HDD|256 GB SSD,8 GB DDR4 RAM,64 bit Windows 10 Operating System,39.62 cm (15.6 inch) Display,,1 Year Onsite Warranty,"₹64,390"
acer,AMD Ryzen 5 Hexa Core Processor,1 TB HDD|256 GB SSD,8 GB DDR4 RAM,64 bit Windows 10 Operating System,39.62 cm (15.6 inch) Display,,1 Year International Travelers Warranty (ITW),"₹61,490"
DELL,Intel Core i3 Processor (10th Gen),256 GB SSD,8 GB DDR4 RAM,64 bit Windows 11 Operating System,38.0 cm (14.96 cm) Display,Office Home and Student 2021,1 Year Onsite Warranty,"₹44,190"
DELL,Intel Core i5 Processor (11th Gen),512 GB SSD,8 GB DDR4 RAM,64 bit Windows 11 Operating System,39.62 cm (15.6 inch) Display,Office Home and Student 2021,1 Year Onsite Warranty,"₹71,857"
ASUS,AMD Ryzen 5 Hexa Core Processor,512 GB SSD,16 GB LPDDR4X RAM,64 bit Windows 11 Operating System,35.56 cm (14 Inch) Touchscreen Display,,1 Year Onsite Warranty,"₹89,990"
HP,Intel Core i5 Processor (12th Gen),512 GB SSD,16 GB DDR4 RAM,64 bit Windows 11 Operating System,39.62 cm (15.6 Inch) Display,,1 Year Onsite Warranty,"₹74,990"
HP,AMD Ryzen 3 Dual Core Processor,1 TB HDD,8 GB DDR4 RAM,64 bit Windows 11 Operating System,39.62 cm (15.6 inch) Display,,,"₹33,990"
acer,AMD Ryzen 3 Dual Core Processor,1 TB HDD,4 GB DDR4 RAM,64 bit Windows 10 Operating System,39.62 cm (15.6 inch) Display,,1 Year International Travelers Warranty (ITW),"₹34,130"
ASUS,Intel Core i9 Processor (8th Gen),1 TB SSD,16 GB DDR4 RAM,64 bit Windows 10 Operating System,39.62 cm (15.6 inch) Touchscreen Display,,1 Year Onsite Warranty,"₹2,09,690"
Infinix,Intel Core i7 Processor (10th Gen),512 GB SSD,16 GB LPDDR4X RAM,64 bit Windows 11 Operating System,35.56 cm (14 Inch) Display,,1 Year Onsite Warranty,"₹49,990"
ASUS,AMD Ryzen 9 Octa Core Processor,1 TB SSD,32 GB DDR5 RAM,64 bit Windows 11 Operating System,35.56 cm (14 inch) Display,"Pre-installed Office Home and Student 2021 with Lifetime Validity, McAfee Anti-virus (1 Year*)",1 Year Onsite Warranty,"₹1,93,236"
ASUS,Intel Celeron Dual Core Processor (10th Gen),256 GB SSD,4 GB DDR4 RAM,Windows 11 Operating System,35.56 cm (14 inch) Display,,1 Year Manufacturer Warranty,"₹25,990"
Lenovo,AMD Athlon Dual Core Processor,1 TB HDD,4 GB DDR4 RAM,DOS Operating System,35.56 cm (14 Inch) Display,,1 Year Onsite Warranty,"₹18,990"
