Brand,Features,Price
ASUS Ryzen 5 Hexa Core - (8 GB/1 TB HDD/256 GB SSD/Windows 10 Home) KM513UA-BQ512TS Thin and Light Lap...,"{1: 'AMD Ryzen 5 Hexa Core Processor', 2: '8 GB DDR4 RAM', 3: '64 bit Windows 10 Operating System', 4: '1 TB HDD|256 GB SSD', 5: '39.62 cm (15.6 inch) Display', 6: 'Microsoft Office Home and Student 2019', 7: '1 Year Onsite Warranty', 8: 'NA', 9: 'NA', 10: 'NA', 11: 'NA', 12: 'NA', 13: 'NA', 14: 'NA', 15: 'NA'}","₹71,345"
HP Intel Core i5 10th Gen - (16 GB/512 GB SSD/Windows 10 Home/4 GB Graphics) 15-ep0011TX Laptop,"{1: 'Intel Core i5 Processor (10th Gen)', 2: '16 GB DDR4 RAM', 3: '64 bit Windows 10 Operating System', 4: '512 GB SSD', 5: '39.62 cm (15.6 inch) Display', 6: 'Microsoft Office Home and Student 2019', 7: '1 Year Onsite Warranty', 8: 'NA', 9: 'NA', 10: 'NA', 11: 'NA', 12: 'NA', 13: 'NA', 14: 'NA', 15: 'NA'}","₹97,500"
HP Spectre Folio Core i7 10th Gen - (16 GB/512 GB SSD/Windows 10 Home) 13-ak1004TU 2 in 1 Laptop,"{1: 'Intel Core i7 Processor (10th Gen)', 2: '16 GB LPDDR3 RAM', 3: '64 bit Windows 10 Operating System', 4: '512 GB SSD', 5: '33.78 cm (13.3 inch) Touchscreen Display', 6: 'Microsoft Office 2019 Home and Student', 7: '1 Year Onsite Warranty', 8: 'NA', 9: 'NA', 10: 'NA', 11: 'NA', 12: 'NA', 13: 'NA', 14: 'NA', 15: 'NA'}","₹2,39,759"
HP OMEN Core i7 11th Gen - (16 GB/1 TB SSD/Windows 11 Home/4 GB Graphics/NVIDIA GeForce RTX RTX 3050Ti...,"{1: 'Intel Core i7 Processor (11th Gen)', 2: '16 GB DDR4 RAM', 3: '64 bit Windows 11 Operating System', 4: '1 TB SSD', 5: '40.89 cm (16.1 Inch) Display', 6: '1 Year Onsite Warranty', 7: 'NA', 8: 'NA', 9: 'NA', 10: 'NA', 11: 'NA', 12: 'NA', 13: 'NA', 14: 'NA', 15: 'NA'}","₹1,18,000"
HP Pavilion Gaming Core i5 11th Gen - (8 GB/1 TB HDD/256 GB SSD/Windows 10 Home/4 GB Graphics/NVIDIA G...,"{1: 'Intel Core i5 Processor (11th Gen)', 2: '8 GB DDR4 RAM', 3: '64 bit Windows 10 Operating System', 4: '1 TB HDD|256 GB SSD', 5: '39.62 cm (15.6 inches) Display', 6: 'Microsoft Office Home & Student 2019, HP Documentation, HP e-service, HP BIOS recovery, HP SSRM, HP Smart, HP Jumpstarts', 7: '1 Year Onsite Warranty', 8: 'NA', 9: 'NA', 10: 'NA', 11: 'NA', 12: 'NA', 13: 'NA', 14: 'NA', 15: 'NA'}","₹70,960"
acer Aspire 5 Core i5 12th Gen - (8 GB/512 GB SSD/Windows 11 Home) A515-57 Thin and Light Laptop,"{1: 'Intel Core i5 Processor (12th Gen)', 2: '8 GB DDR4 RAM', 3: 'Windows 11 Operating System', 4: '512 GB SSD', 5: '39.62 cm (15.6 Inch) Display', 6: '1 Year International Travelers Warranty (ITW)', 7: 'NA', 8: 'NA', 9: 'NA', 10: 'NA', 11: 'NA', 12: 'NA', 13: 'NA', 14: 'NA', 15: 'NA'}","₹73,999"
ASUS ROG Zephyrus M16 (2022) with 90Whr Battery Core i7 12th Gen - (16 GB/512 GB SSD/Windows 11 Home/6...,"{1: 'Intel Core i7 Processor (12th Gen)', 2: '16 GB DDR5 RAM', 3: 'Windows 11 Operating System', 4: '512 GB SSD', 5: '40.64 cm (16 Inch) Display', 6: 'Microsoft Office Home & Student', 7: '1 Year Onsite Warranty', 8: 'NA', 9: 'NA', 10: 'NA', 11: 'NA', 12: 'NA', 13: 'NA', 14: 'NA', 15: 'NA'}","₹1,69,990"
Lenovo IdeaPad Core i3 11th Gen - (8 GB/256 GB SSD/DOS) 15ITL6 Thin and Light Laptop,"{1: 'Intel Core i3 Processor (11th Gen)', 2: '8 GB DDR4 RAM', 3: '64 bit DOS Operating System', 4: '256 GB SSD', 5: '39.62 cm (15.6 inch) Display', 6: '2 Years Warranty', 7: 'NA', 8: 'NA', 9: 'NA', 10: 'NA', 11: 'NA', 12: 'NA', 13: 'NA', 14: 'NA', 15: 'NA'}","₹37,990"
ASUS ZenBook Pro 15 Core i7 8th Gen - (16 GB/1 TB SSD/Windows 10 Home/4 GB Graphics) UX580GE-E2014T La...,"{1: 'First Ever Screenpad', 2: 'NVIDIA GeForce GTX 1050 Ti', 3: 'Intel Core i7 Processor (8th Gen)', 4: '16 GB DDR4 RAM', 5: '64 bit Windows 10 Operating System', 6: '1 TB SSD', 7: '39.62 cm (15.6 inch) Touchscreen Display', 8: '1 Year Onsite Warranty', 9: 'NA', 10: 'NA', 11: 'NA', 12: 'NA', 13: 'NA', 14: 'NA', 15: 'NA'}","₹1,10,990"
ASUS Zenbook 14X (2022) Space Edition Core i7 12th Gen - (16 GB/1 TB SSD/Windows 11 Home) UX5401ZAS-KN...,"{1: 'Intel Core i7 Processor (12th Gen)', 2: '16 GB LPDDR5 RAM', 3: 'Windows 11 Operating System', 4: '1 TB SSD', 5: '35.56 cm (14 inch) Touchscreen Display', 6: 'Microsoft Office Home & Student 2021', 7: '1 Year Onsite Warranty', 8: 'NA', 9: 'NA', 10: 'NA', 11: 'NA', 12: 'NA', 13: 'NA', 14: 'NA', 15: 'NA'}","₹1,29,990"
acer Aspire 5 Core i5 8th Gen - (8 GB + 16 GB Optane/1 TB HDD/Windows 10 Home/2 GB Graphics) A515-52G-...,"{1: 'Intel Core i5 Processor (8th Gen)', 2: '8 GB DDR4 RAM', 3: '64 bit Windows 10 Operating System', 4: '1 TB HDD', 5: '39.62 cm (15.6 inch) Display', 6: 'Acer Care Center, Acer Quick Access, Acer Configuration Manager, Microsoft Office Home and Student 2016', 7: '1 Year International Travelers Warranty (ITW)', 8: 'NA', 9: 'NA', 10: 'NA', 11: 'NA', 12: 'NA', 13: 'NA', 14: 'NA', 15: 'NA'}","₹59,990"
ASUS Core i9 10th Gen - (32 GB/1 TB SSD/Windows 10 Home/6 GB Graphics/NVIDIA GeForce RTX 2060) UX581LV...,"{1: 'Intel Core i9 Processor (10th Gen)', 2: '32 GB DDR4 RAM', 3: '64 bit Windows 10 Operating System', 4: '1 TB SSD', 5: '39.62 cm (15.6 inch) Touchscreen Display', 6: 'My Asus, Splendid, Tru2Life', 7: '1 Year Onsite Warranty', 8: 'NA', 9: 'NA', 10: 'NA', 11: 'NA', 12: 'NA', 13: 'NA', 14: 'NA', 15: 'NA'}","₹2,69,990"
HP Spectre x360 Core i5 8th Gen - (8 GB/256 GB SSD/Windows 10 Pro) 13-ap0121TU 2 in 1 Laptop,"{1: 'Intel Core i5 Processor (8th Gen)', 2: '8 GB DDR4 RAM', 3: '64 bit Windows 10 Operating System', 4: '256 GB SSD', 5: '33.78 cm (13.3 inch) Touchscreen Display', 6: 'HP Support Assistant, HP JumpStart, HP Audio Switch, HP Connection Optimizer, Microsoft Office Home and Student 2016', 7: '1 Year Onsite Warranty', 8: 'NA', 9: 'NA', 10: 'NA', 11: 'NA', 12: 'NA', 13: 'NA', 14: 'NA', 15: 'NA'}","₹1,36,590"
DELL Core i5 12th Gen - (8 GB/1 TB HDD/256 GB SSD/Windows 11 Home) New Inspiron 15 Laptop Thin and Lig...,"{1: 'Intel Core i5 Processor (12th Gen)', 2: '8 GB DDR4 RAM', 3: 'Windows 11 Operating System', 4: '1 TB HDD|256 GB SSD', 5: '39.62 cm (15.6 Inch) Display', 6: '1 Year Onsite Warranty', 7: 'NA', 8: 'NA', 9: 'NA', 10: 'NA', 11: 'NA', 12: 'NA', 13: 'NA', 14: 'NA', 15: 'NA'}","₹59,690"
DELL Inspiron Core i7 11th Gen - (16 GB/512 GB SSD/Windows 10) Inspiron 5410 2 in 1 Laptop,"{1: 'Intel Core i7 Processor (11th Gen)', 2: '16 GB DDR4 RAM', 3: '64 bit Windows 10 Operating System', 4: '512 GB SSD', 5: '35.56 cm (14 inch) Touchscreen Display', 6: 'Microsoft Office Home & Student 2019', 7: '1 Year Onsite Warranty', 8: 'NA', 9: 'NA', 10: 'NA', 11: 'NA', 12: 'NA', 13: 'NA', 14: 'NA', 15: 'NA'}","₹99,890"
ASUS Core i9 10th Gen - (32 GB/1 TB SSD/Windows 10 Home/6 GB Graphics/NVIDIA GeForce RTX 2060) UX581LV...,"{1: 'Intel Core i9 Processor (10th Gen)', 2: '32 GB DDR4 RAM', 3: '64 bit Windows 10 Operating System', 4: '1 TB SSD', 5: '39.62 cm (15.6 inch) Touchscreen Display', 6: 'My Asus, Splendid, Tru2Life', 7: '1 Year Onsite Warranty', 8: 'NA', 9: 'NA', 10: 'NA', 11: 'NA', 12: 'NA', 13: 'NA', 14: 'NA', 15: 'NA'}","₹2,69,990"
acer Aspire 5 Core i5 8th Gen - (8 GB + 16 GB Optane/1 TB HDD/Windows 10 Home/2 GB Graphics) A515-52G-...,"{1: 'Intel Core i5 Processor (8th Gen)', 2: '8 GB DDR4 RAM', 3: '64 bit Windows 10 Operating System', 4: '1 TB HDD', 5: '39.62 cm (15.6 inch) Display', 6: 'Acer Care Center, Acer Quick Access, Acer Configuration Manager, Microsoft Office Home and Student 2016', 7: '1 Year International Travelers Warranty (ITW)', 8: 'NA', 9: 'NA', 10: 'NA', 11: 'NA', 12: 'NA', 13: 'NA', 14: 'NA', 15: 'NA'}","₹59,990"
ASUS ROG Zephyrus G15 Ryzen 9 Octa Core AMD R9-5900HS - (16 GB/1 TB SSD/Windows 10 Home/6 GB Graphics/...,"{1: 'AMD Ryzen 9 Octa Core Processor', 2: '16 GB DDR4 RAM', 3: '64 bit Windows 10 Operating System', 4: '1 TB SSD', 5: '39.62 cm (15.6 inches) Display', 6: '1 Year Onsite Warranty', 7: 'NA', 8: 'NA', 9: 'NA', 10: 'NA', 11: 'NA', 12: 'NA', 13: 'NA', 14: 'NA', 15: 'NA'}","₹1,39,790"
DELL G15 Core i7 11th Gen - (16 GB/1 TB SSD/Windows 10/6 GB Graphics/NVIDIA GeForce RTX 3060/120 Hz) G...,"{1: 'NVIDIA GEFORCE RTX 3060', 2: '15.6 inches Full HD, 2-sided narrow bezel, 120Hz, 250 Nits', 3: 'Improved thermal design with copper pipes & vents', 4: 'Game shift key for Turbo boost of power', 5: 'In-built Alienware Command center software with enhanced control over system settings', 6: 'Intel Core i7 Processor (11th Gen)', 7: '16 GB DDR4 RAM', 8: '64 bit Windows 10 Operating System', 9: '1 TB SSD', 10: '39.62 cm (15.6 inch) Display', 11: 'Microsoft Office Home & Student 2019', 12: '1 Year Premium Support', 13: 'NA', 14: 'NA', 15: 'NA'}","₹1,48,890"
ASUS Vivobook 11 Celeron Dual Core - (4 GB/128 GB EMMC Storage/Windows 11 Home) E210MA-GJ001W Thin and...,"{1: 'Intel Celeron Dual Core Processor', 2: '4 GB DDR4 RAM', 3: '64 bit Windows 11 Operating System', 4: '29.46 cm (11.6 inch) Display', 5: '1 Year On site Manufacturing warranty', 6: 'NA', 7: 'NA', 8: 'NA', 9: 'NA', 10: 'NA', 11: 'NA', 12: 'NA', 13: 'NA', 14: 'NA', 15: 'NA'}","₹23,490"
DELL Vostro 3000 Core i5 8th Gen - (8 GB/1 TB HDD/Windows 10 Home) 3480 Laptop,"{1: 'Intel Core i5 Processor (8th Gen)', 2: '8 GB DDR4 RAM', 3: '64 bit Windows 10 Operating System', 4: '1 TB HDD', 5: '35.56 cm (14 inch) Display', 6: '1 Year Limited Hardware Warranty, In Home Service After Remote Diagnosis - Retail', 7: 'NA', 8: 'NA', 9: 'NA', 10: 'NA', 11: 'NA', 12: 'NA', 13: 'NA', 14: 'NA', 15: 'NA'}","₹45,126"
Lenovo Legion 5 Core i7 11th Gen - (16 GB/512 GB SSD/Windows 10 Home/4 GB Graphics/NVIDIA GeForce RTX ...,"{1: 'Intel Core i7 Processor (11th Gen)', 2: '16 GB DDR4 RAM', 3: '64 bit Windows 10 Operating System', 4: '512 GB SSD', 5: '39.62 cm (15.6 inch) Display', 6: 'Microsoft Office Home and Student 2019', 7: '1 Year Onsite�Warranty�+ 1 Year Legion Ultimate Support + 1 Year Accidental Damage Protection', 8: 'NA', 9: 'NA', 10: 'NA', 11: 'NA', 12: 'NA', 13: 'NA', 14: 'NA', 15: 'NA'}","₹1,17,990"
DELL Athlon Dual Core 11th Gen - (8 GB/256 GB SSD/Windows 11 Home) Vostro 3515 Laptop,"{1: 'AMD Athlon Dual Core Processor (11th Gen)', 2: '8 GB DDR4 RAM', 3: 'Windows 11 Operating System', 4: '256 GB SSD', 5: '39.62 cm (15.6 inch) Display', 6: '1 Year Onsite  Service', 7: 'NA', 8: 'NA', 9: 'NA', 10: 'NA', 11: 'NA', 12: 'NA', 13: 'NA', 14: 'NA', 15: 'NA'}","₹36,500"
DELL Core i9 12th Gen - (16 GB/1 TB SSD/Windows 11 Home/8 GB Graphics/NVIDIA GeForce RTX 3070 Ti) G15 ...,"{1: 'Intel Core i9 Processor (12th Gen)', 2: '16 GB DDR5 RAM', 3: '64 bit Windows 11 Operating System', 4: '1 TB SSD', 5: '39.62 cm (15.6 Inch) Display', 6: '1 Year Onsite Hardware Service', 7: 'NA', 8: 'NA', 9: 'NA', 10: 'NA', 11: 'NA', 12: 'NA', 13: 'NA', 14: 'NA', 15: 'NA'}","₹1,80,990"
HP Pavilion Ryzen 5 Hexa Core 5500U - (16 GB/512 GB SSD/Windows 10 Home) 15-eh1103AU Thin and Light La...,"{1: 'AMD Ryzen 5 Hexa Core Processor', 2: '16 GB DDR4 RAM', 3: '64 bit Windows 10 Operating System', 4: '512 GB SSD', 5: '39.62 cm (15.6 Inch) Display', 6: 'Microsoft Office Home & Student 2019', 7: '1 Year Onsite Warranty', 8: 'NA', 9: 'NA', 10: 'NA', 11: 'NA', 12: 'NA', 13: 'NA', 14: 'NA', 15: 'NA'}","₹66,500"
Lenovo Yoga Core i7 10th Gen - (16 GB/1 TB SSD/Windows 10 Home) Yoga S940-14IIL Thin and Light Laptop,"{1: 'Intel Core i7 Processor (10th Gen)', 2: '16 GB LPDDR4X RAM', 3: '64 bit Windows 10 Operating System', 4: '1 TB SSD', 5: '35.56 cm (14 inch) Display', 6: '3 Years Warranty + 1 Year Premium Care + 1 Year ADP', 7: 'NA', 8: 'NA', 9: 'NA', 10: 'NA', 11: 'NA', 12: 'NA', 13: 'NA', 14: 'NA', 15: 'NA'}","₹1,69,990"
MSI Stealth GS77 Core i7 12th Gen - (32 GB/2 TB SSD/Windows 11 Home/8 GB Graphics/NVIDIA GeForce RTX 3...,"{1: 'Intel Core i7 Processor (12th Gen)', 2: '32 GB DDR5 RAM', 3: '64 bit Windows 11 Operating System', 4: '2 TB SSD', 5: '43.94 cm (17.3 inch) Display', 6: '2 Year', 7: 'NA', 8: 'NA', 9: 'NA', 10: 'NA', 11: 'NA', 12: 'NA', 13: 'NA', 14: 'NA', 15: 'NA'}","₹2,99,240"
HP Envy 13 Core i7 12th Gen - (16 GB/512 GB SSD/Windows 11 Home) x360-bf0059TU Thin and Light Laptop,"{1: 'Intel Core i7 Processor (12th Gen)', 2: '16 GB LPDDR4X RAM', 3: 'Windows 11 Operating System', 4: '512 GB SSD', 5: '33.78 cm (13.3 Inch) Touchscreen Display', 6: '1 Year Onsite Warranty', 7: 'NA', 8: 'NA', 9: 'NA', 10: 'NA', 11: 'NA', 12: 'NA', 13: 'NA', 14: 'NA', 15: 'NA'}","₹1,04,990"
DELL Inspiron Ryzen 5 Dual Core 3450U - (8 GB/512 GB SSD/Windows 11 Home) INSPIRON 3515 Thin and Light...,"{1: 'Processor: AMD Ryzen 5-3450U (2.10 GHz up to 3.50 GHz)', 2: 'RAM & Storage: 8GB DDR4 (2 DIMM Slots) & 512GB SSD', 3: 'Software: Win 11 + Office H&S 2021', 4: 'Display: 15.6"" FHD WVA AG Narrow Border', 5: 'Ports: ""2x USB 3.2 Gen1 ,1x USB 2.0, HDMI 1.4b, SD Card reader, Audio jack', 6: 'WiFi & BT: 802.11ac 1x1 WiFi and Bluetooth', 7: 'AMD Ryzen 5 Dual Core Processor', 8: '8 GB DDR4 RAM', 9: '64 bit Windows 11 Operating System', 10: '512 GB SSD', 11: '39.62 cm (15.6 Inch) Display', 12: 'Microsoft Office Home & Student 2021', 13: '1 Year Onsite Warranty', 14: 'NA', 15: 'NA'}","₹43,990"
Lenovo Legion 5 Pro Core i7 11th Gen - (16 GB/1 TB SSD/Windows 11 Home/6 GB Graphics/NVIDIA GeForce RT...,"{1: 'Intel Core i7 Processor (11th Gen)', 2: '16 GB DDR4 RAM', 3: '64 bit Windows 11 Operating System', 4: '1 TB SSD', 5: '40.64 cm (16 inch) Display', 6: '3 Years Onsite�Warranty�+ 3 Years Legion Ultimate Support + 1 Year Accidental Damage Protection', 7: 'NA', 8: 'NA', 9: 'NA', 10: 'NA', 11: 'NA', 12: 'NA', 13: 'NA', 14: 'NA', 15: 'NA'}","₹1,55,300"
Lenovo Ideapad Gaming 3 Ryzen 7 Octa Core AMD R7-5800H - (16 GB/512 GB SSD/Windows 11 Home/4 GB Graphi...,"{1: 'AMD Ryzen 7 Octa Core Processor', 2: '16 GB DDR4 RAM', 3: '64 bit Windows 11 Operating System', 4: '512 GB SSD', 5: '39.62 cm (15.6 inch) Display', 6: '1 Year Warranty + 1 Year Premium Care + 1 Year ADP', 7: 'NA', 8: 'NA', 9: 'NA', 10: 'NA', 11: 'NA', 12: 'NA', 13: 'NA', 14: 'NA', 15: 'NA'}","₹72,990"
Lenovo ThinkBook 13s Core i5 11th Gen - (8 GB/1 TB SSD/Windows 10 Home) TB13s ITL Gen 2 Thin and Light...,"{1: 'Intel Core i5 Processor (11th Gen)', 2: '8 GB DDR4 RAM', 3: '64 bit Windows 10 Operating System', 4: '1 TB SSD', 5: '33.78 cm (13.3 inch) Display', 6: 'Microsoft Office Home & Student 2019', 7: '1 Year Onsite Warranty', 8: 'NA', 9: 'NA', 10: 'NA', 11: 'NA', 12: 'NA', 13: 'NA', 14: 'NA', 15: 'NA'}","₹69,990"
HP Spectre x360 Core i7 10th Gen - (16 GB/512 GB SSD/Windows 10 Pro) 13-aw0205tu 2 in 1 Laptop,"{1: 'Intel Core i7 Processor (10th Gen)', 2: '16 GB DDR4 RAM', 3: '64 bit Windows 10 Operating System', 4: '512 GB SSD', 5: '33.78 cm (13.3 inch) Touchscreen Display', 6: 'HP Audio Switch, HP Documentation, HP e-Service, HP JumpStart, HP Support Assistant, HP Connection Optimizer, HP Command Center, HP PC Hardware Diagnostics Windows', 7: '1 Year Onsite Warranty', 8: 'NA', 9: 'NA', 10: 'NA', 11: 'NA', 12: 'NA', 13: 'NA', 14: 'NA', 15: 'NA'}","₹1,63,990"
Lenovo Core i7 9th Gen - (16 GB/1 TB SSD/Windows 10 Pro/4 GB Graphics) Thinkpad P53 Thin and Light Lap...,"{1: 'Intel Core i7 Processor (9th Gen)', 2: '16 GB DDR4 RAM', 3: '64 bit Windows 10 Operating System', 4: '1 TB SSD', 5: '39.62 cm (15.6 inch) Display', 6: '3 Year Onsite Warranty', 7: 'NA', 8: 'NA', 9: 'NA', 10: 'NA', 11: 'NA', 12: 'NA', 13: 'NA', 14: 'NA', 15: 'NA'}","₹2,31,400"
DELL G15 Core i5 10th Gen - (16 GB/512 GB SSD/Windows 10/4 GB Graphics/NVIDIA GeForce GTX 1650/120 Hz)...,"{1: 'NVIDIA GeForce GTX 1650', 2: '15.6 inches Full HD, 2-sided narrow bezel, 120Hz, 250 Nits', 3: 'Improved thermal design with copper pipes & vents', 4: 'Game shift key for Turbo boost of power', 5: 'In-built Alienware Command center software with enhanced control over system settings', 6: 'Intel Core i5 Processor (10th Gen)', 7: '16 GB DDR4 RAM', 8: '64 bit Windows 10 Operating System', 9: '512 GB SSD', 10: '39.62 cm (15.6 inch) Display', 11: 'Microsoft Office Home & Student 2019', 12: '1 Year Premium Support', 13: 'NA', 14: 'NA', 15: 'NA'}","₹78,990"
Vaio E Series Ryzen 7 Quad Core 3700U - (8 GB/512 GB SSD/Windows 10 Home) NE15V2IN026P Thin and Light ...,"{1: 'AMD Ryzen 7 Quad Core Processor', 2: '8 GB DDR4 RAM', 3: '64 bit Windows 10 Operating System', 4: '512 GB SSD', 5: '39.62 cm (15.6 inch) Display', 6: 'Microsoft Office 365', 7: '2 Years Onsite Warranty', 8: 'NA', 9: 'NA', 10: 'NA', 11: 'NA', 12: 'NA', 13: 'NA', 14: 'NA', 15: 'NA'}","₹52,990"
ASUS ROG Flow X16 (2022) with 90Whr Battery Ryzen 9 Octa Core 6900HS - (32 GB/1 TB SSD/Windows 11 Home...,"{1: 'AMD Ryzen 9 Octa Core Processor', 2: '32 GB DDR5 RAM', 3: '64 bit Windows 11 Operating System', 4: '1 TB SSD', 5: '40.64 cm (16 Inch) Touchscreen Display', 6: '1 Year Onsite Warranty', 7: 'NA', 8: 'NA', 9: 'NA', 10: 'NA', 11: 'NA', 12: 'NA', 13: 'NA', 14: 'NA', 15: 'NA'}","₹2,61,990"
MSI Stealth GS66 Core i7 12th Gen - (32 GB/1 TB SSD/Windows 11 Home/8 GB Graphics/NVIDIA GeForce RTX 3...,"{1: 'Intel Core i7 Processor (12th Gen)', 2: '32 GB DDR5 RAM', 3: '64 bit Windows 11 Operating System', 4: '1 TB SSD', 5: '39.62 cm (15.6 inch) Display', 6: 'Windows 11 Home', 7: '2 Year Warranty', 8: 'NA', 9: 'NA', 10: 'NA', 11: 'NA', 12: 'NA', 13: 'NA', 14: 'NA', 15: 'NA'}","₹2,71,690"
Lenovo Yoga Slim 7 Core i5 11th Gen - (16 GB/512 GB SSD/Windows 10 Home) 14ITL05 Thin and Light Laptop,"{1: 'Intel Core i5 Processor (11th Gen)', 2: '16 GB DDR4 RAM', 3: '64 bit Windows 10 Operating System', 4: '512 GB SSD', 5: '35.56 cm (14 inch) Touchscreen Display', 6: 'Microsoft Office 2019 Home & Student', 7: '3 Years Warranty + 1 Year Premium Care + 1 Year ADP', 8: 'NA', 9: 'NA', 10: 'NA', 11: 'NA', 12: 'NA', 13: 'NA', 14: 'NA', 15: 'NA'}","₹84,990"
DELL Core i3 11th Gen - (8 GB/256 GB SSD/Windows 11 Home) D560815WIN9B Laptop,"{1: 'Intel Core i3 Processor (11th Gen)', 2: '8 GB DDR4 RAM', 3: 'Windows 11 Operating System', 4: '256 GB SSD', 5: '39.62 cm (15.6 inch) Display', 6: '1 Year Onsite Warranty', 7: 'NA', 8: 'NA', 9: 'NA', 10: 'NA', 11: 'NA', 12: 'NA', 13: 'NA', 14: 'NA', 15: 'NA'}","₹41,490"
MSI Modern 14 Core i7 11th Gen - (8 GB/512 GB SSD/Windows 10 Home/2 GB Graphics) Modern 14 B11SBU-496I...,"{1: 'Intel Core i7 Processor (11th Gen)', 2: '8 GB DDR4 RAM', 3: '64 bit Windows 10 Operating System', 4: '512 GB SSD', 5: '35.56 cm (14 inch) Display', 6: '1 Year Warranty Term', 7: 'NA', 8: 'NA', 9: 'NA', 10: 'NA', 11: 'NA', 12: 'NA', 13: 'NA', 14: 'NA', 15: 'NA'}","₹80,590"
Vaio E Series Ryzen 7 Quad Core 3700U - (8 GB/512 GB SSD/Windows 10 Home) NE15V2IN027P Thin and Light ...,"{1: 'AMD Ryzen 7 Quad Core Processor', 2: '8 GB DDR4 RAM', 3: '64 bit Windows 10 Operating System', 4: '512 GB SSD', 5: '39.62 cm (15.6 inch) Display', 6: 'Microsoft Office 365', 7: '2 Years Onsite Warranty', 8: 'NA', 9: 'NA', 10: 'NA', 11: 'NA', 12: 'NA', 13: 'NA', 14: 'NA', 15: 'NA'}","₹57,990"
Vaio SE Series Core i5 8th Gen - (8 GB/512 GB SSD/Windows 10 Home) NP14V1IN004P Thin and Light Laptop,"{1: 'Intel Core i5 Processor (8th Gen)', 2: '8 GB DDR4 RAM', 3: '64 bit Windows 10 Operating System', 4: '512 GB SSD', 5: '35.56 cm (14 inch) Display', 6: 'Microsoft Office 365', 7: '2 Years Onsite Warranty', 8: 'NA', 9: 'NA', 10: 'NA', 11: 'NA', 12: 'NA', 13: 'NA', 14: 'NA', 15: 'NA'}","₹62,890"
acer P2 Series Core i5 10th Gen - (8 GB/1 TB HDD/Windows 10 Home) TMP214-52 Thin and Light Laptop,"{1: 'Intel Core i5 Processor (10th Gen)', 2: '8 GB DDR4 RAM', 3: '64 bit Windows 10 Operating System', 4: '1 TB HDD', 5: '35.56 cm (14 inch) Display', 6: '1 Year warranty', 7: 'NA', 8: 'NA', 9: 'NA', 10: 'NA', 11: 'NA', 12: 'NA', 13: 'NA', 14: 'NA', 15: 'NA'}","₹48,990"
HP Core i7 12th Gen - (16 GB/1 TB SSD/Windows 11 Home) 14-DV2015TU Laptop,"{1: 'Intel Core i7 Processor (12th Gen)', 2: '16 GB DDR4 RAM', 3: 'Windows 11 Operating System', 4: '1 TB SSD', 5: '35.56 cm (14 inch) Display', 6: '1 YEAR', 7: 'NA', 8: 'NA', 9: 'NA', 10: 'NA', 11: 'NA', 12: 'NA', 13: 'NA', 14: 'NA', 15: 'NA'}","₹92,500"
Lenovo Ideapad Slim 5i Core i5 11th Gen - (16 GB/512 GB SSD/Windows 10 Home) 82FG014DIN|82FG0125IN|82F...,"{1: 'Intel Core i5 Processor (11th Gen)', 2: '16 GB DDR4 RAM', 3: '64 bit Windows 10 Operating System', 4: '512 GB SSD', 5: '39.62 cm (15.6 Inch) Display', 6: 'Microsoft Office Home and Student 2019', 7: '1 Year Onsite�Warranty�+ 1 Year Premium Care + 1 Year Accidental Damage Protection', 8: 'NA', 9: 'NA', 10: 'NA', 11: 'NA', 12: 'NA', 13: 'NA', 14: 'NA', 15: 'NA'}","₹70,990"
DELL Inspiron Core i3 10th Gen - (8 GB/256 GB SSD/Windows 10) Inspiron 3511 Thin and Light Laptop,"{1: 'Intel Core i3 Processor (10th Gen)', 2: '8 GB DDR4 RAM', 3: '64 bit Windows 10 Operating System', 4: '256 GB SSD', 5: '39.62 cm (15.6 inch) Display', 6: 'Office Home and Student 2019 included', 7: '1 Year Onsite Warranty', 8: 'NA', 9: 'NA', 10: 'NA', 11: 'NA', 12: 'NA', 13: 'NA', 14: 'NA', 15: 'NA'}","₹43,590"
Infinix X1 Slim Series Core i5 10th Gen - (8 GB/512 GB SSD/Windows 11 Home) XL21 Thin and Light Laptop,"{1: 'Intel Core i5 Processor (10th Gen)', 2: '8 GB LPDDR4X RAM', 3: '64 bit Windows 11 Operating System', 4: '512 GB SSD', 5: '35.56 cm (14 Inch) Display', 6: 'NA', 7: '1 Year Onsite Warranty', 8: 'NA', 9: 'NA', 10: 'NA', 11: 'NA', 12: 'NA', 13: 'NA', 14: 'NA', 15: 'NA'}","₹39,990"
MSI GF63 Thin Core i5 9th Gen - (8 GB/1 TB HDD/Windows 10 Home/4 GB Graphics/NVIDIA GeForce GTX 1650 T...,"{1: '15.6 inches Full HD IPS Thin Bezel Display (60Hz, 45% NTSC Color Gamut)', 2: 'Intel Core i5 Processor (9th Gen)', 3: '8 GB DDR4 RAM', 4: '64 bit Windows 10 Operating System', 5: '1 TB HDD', 6: '39.62 cm (15.6 inch) Display', 7: 'Cooler Boost, Audio Boost, Dragon Center, Nahimic 3', 8: '2 Year Warranty Term for Gaming', 9: 'NA', 10: 'NA', 11: 'NA', 12: 'NA', 13: 'NA', 14: 'NA', 15: 'NA'}","₹62,190"
